id,smiles,MolWt,TPSA,HBA,HBD,MolLogP,NumRotatableBonds,RingCount
V1_5_1055,C=CCc1cc(C=NN=C(N)N)c(O)c(OC)c1,248.28599999999997,106.22,6,5,0.7365999999999999,5,1
BR010359,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](OCCCCCCOCc2ccccc2)[C@@H]1O,370.442,108.61000000000001,7,4,0.580099999999999,11,2
BR020309,CC1(C)O[C@H]2O[C@@H]3CN(C(=O)/C=C/c4ccccc4)C(C)(C)O[C@@H]3[C@H]2O1,359.42200000000014,57.230000000000004,6,0,2.5397000000000007,2,4
V1_5_866,C/C=C/c1cc(OC)c2c(c1)[C@H](C)[C@@H](c1ccc(O)c(OC)c1)O2,326.3920000000001,47.92,4,1,4.679700000000005,4,3
V1_5_334,CO[C@H]1O[C@H](COC/C=C/c2ccccc2)[C@H](NC(=O)c2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,593.7200000000003,75.25,7,1,6.057100000000006,14,5
V1_5_770,CC(=O)OC[C@]12CC[C@H]3[C@@H](C[C@H]4O[C@@]45[C@@H](OC(C)=O)C=CC(=O)[C@]35C)[C@@H]1CC[C@@H]2[C@H](C)[C@@H]1CC(C)=C(C)C(=O)O1,554.6800000000004,108.49999999999999,8,0,4.494500000000004,5,6
V1_5_959,CCCCN1CCN(C(=O)C=Cc2ccc(O)c(O)c2)CC1,304.3900000000001,64.01,5,2,2.0553,5,2
BR020324,CO[C@H]1O[C@H](CN=[N+]=[N-])[C@@H](OC(=O)/C=C/c2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,529.5930000000003,111.98000000000002,9,0,5.464000000000006,12,4
BR020431,c1cc(NCCCN2CCOCC2)ncn1,222.29199999999997,50.28,5,1,0.6107999999999998,5,2
BR020217,NC(=S)NN=Cc1ccc[nH]1,168.22500000000002,66.19999999999999,4,4,0.18180000000000002,2,1
V1_5_856,COc1cccc(C(=O)N(O)c2ccccc2)c1O,259.26099999999997,70.0,5,2,2.436800000000001,3,2
BR010204,CC(=O)OC[C@H]1O[C@@H](OCc2cn([C@H]3CC[C@@]4(C)[C@H](CC[C@@H]5[C@@H]4CC[C@]4(C)[C@@H](C6=CC(=O)OC6)CC[C@]54O)C3)nn2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,785.8880000000003,200.89999999999998,16,1,3.675900000000002,10,7
V1_5_629,CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3CC=C4[C@@H]5C[C@@]6(C)C[C@H](OC6=O)[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,454.69500000000033,46.53,3,1,6.684300000000008,0,6
V1_5_873,COc1cc([C@H]2Oc3c(OC)cc(/C=C/C(=O)O)cc3[C@@H]2C)ccc1OCc1ccc(Cl)cc1,480.9440000000002,74.22000000000001,6,1,6.271200000000005,8,4
BR020375,O=C1C(=Cc2ccc[nH]2)CCCC1=Cc1ccc[nH]1,252.31699999999998,48.65,3,2,3.562800000000002,2,3
V1_5_25,CO[C@@H]1[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,404.3680000000002,140.73000000000002,11,0,-0.326499999999998,6,1
V1_5_696,C=c1c(O)c(O)cc2c1=CC=C1C3=C(C)C[C@@]4(C)[C@H](O)[C@H](O)[C@@](C)(C(=O)OC)C[C@H]4[C@]3(C)CC[C@]12C,494.6280000000003,107.22000000000001,6,4,2.9339000000000013,1,5
V1_5_144,CC(=O)Oc1ccc(OC(C)=O)c2c1CC1=C(C2)C(C)(C)CCC1,328.40800000000013,52.6,4,0,4.142500000000004,2,3
V1_5_160,COc1cc(C=CC(=O)OCCCCCCCCCCCCCCCCCCCCCCCCCCCCO)ccc1O,602.9410000000006,75.99000000000001,5,2,11.092099999999988,31,1
BR010143,COC(=O)c1ccc(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(N)c1,329.30500000000006,151.70000000000002,9,6,-1.7658999999999991,4,2
BR010591,CS(=O)(=O)OC(COc1ccccc1Cl)COc1ccccc1Cl,391.27200000000016,61.83000000000001,5,0,3.796000000000003,8,2
BR010481,CC(C)(C)OC(=O)N1[C@@H](COc2cccnc2)COC1(C)C,308.37800000000004,60.89,6,0,2.8324000000000016,3,2
BR010510,CC(=O)OC[C@H]1O[C@@H](Sc2nnc(-c3ccc(Cl)cc3)o2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,542.9500000000003,153.35,12,0,2.5652,8,3
BR020109,O=C(NCCO)c1ccc(-c2ccc(Br)cc2)o1,310.14700000000005,62.47,4,2,2.4312000000000005,4,2
BR010354,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](OCCCc2ccccc2)[C@@H]1O,298.335,99.38000000000001,6,4,-0.5643000000000007,6,2
V1_5_335,C=CCOC[C@H]1O[C@H](OC)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@H]1NC(=O)c1cccc(NC(C)=O)c1,574.6740000000002,104.35,9,2,4.488100000000003,14,4
BR010381,C=CCCCCCOc1ccc(CC=C)cc1OC,260.377,18.46,2,0,4.548900000000004,10,1
V1_5_231,CC(=O)N[C@H]1[C@H](Oc2ccc(C)cc2)O[C@H](COS(C)(=O)=O)[C@@H](OS(C)(=O)=O)[C@@H]1OC(=O)c1ccccc1,571.6260000000003,160.6,12,1,1.150020000000002,10,3
BR010012,NC(=O)CC(NC(=O)OCc1ccccc1)C(=O)O,266.253,118.72000000000001,7,4,0.24139999999999912,6,1
BR010029,O=C(O)/C=C/c1ccc(Br)cc1,227.057,37.3,2,1,2.546900000000001,2,1
V1_5_740,C=CCc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)c(OC)c1,488.4860000000001,187.76,12,7,-2.5733999999999977,9,3
BR010504,CC(=O)OC[C@H]1O[C@@H](Oc2ccc3ccccc3c2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,474.46200000000033,123.66000000000003,10,0,2.3017000000000003,7,3
BR010687,COc1cc(-c2nc3cc(N=C(NC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C)ccc3[nH]2)ccc1O[C@@H]1O[C@H](COC(C)=O)[C@@H](O[C@@H]2O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,1116.0929999999998,347.94999999999993,28,3,4.2739000000000065,16,5
V1_5_467,N#Cc1ccc(C(=O)NC(COc2ccc3ccccc3c2)COc2ccc3ccccc3c2)cc1,472.5440000000002,71.35000000000001,5,1,6.121080000000005,8,5
BR010179,CC(=O)OC[C@H]1O[C@@H](Oc2c(C=CC(C)C)c(O)c3ccccc3c2O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,574.5790000000003,164.12,12,2,3.382100000000002,9,3
V1_5_859,COc1cccc2c(=O)n(C)oc12,179.17499999999995,44.370000000000005,4,0,1.1401,1,2
BR010695,COc1cc(-c2nc3cc(N=C(N)N)ccc3[nH]2)ccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,459.4590000000002,201.68999999999997,12,9,-0.6778999999999988,6,4
V1_5_781,COc1cc(CCCn2cc(-c3ccccc3)nn2)ccc1OC(=O)c1ccccc1,413.4770000000002,66.24000000000001,6,0,4.805700000000003,8,4
V1_5_654,CC1C(=O)CC[C@H]2[C@]3(C)CC[C@@]4(C)[C@@H]5CC(C)(C)CC[C@]5(C)C(=O)C[C@]4(C)[C@H]3CC[C@]12C,440.71200000000033,34.14,2,0,7.636000000000009,0,5
V1_5_101,CC(=O)O[C@H]1CC[C@@]2(C)[C@H](CC[C@]3(C)[C@H]2CC=C2[C@H]4CC(C)(C)CC[C@]4(C)CC[C@]23C)C1(C)C,468.7660000000004,26.3,2,0,8.739700000000004,1,5
V1_5_664,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O,772.6620000000007,348.58000000000004,21,13,-3.8628999999999993,9,6
BR020145,O=C(NCCO)c1ccc(CN2CCOCC2)c([N+](=O)[O-])c1,309.32199999999995,104.94,8,2,0.14910000000000023,6,2
V1_5_306,CC(=O)OC[C@H]1O[C@H](Cl)[C@H](NC(=O)c2cccc(I)c2)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,553.7330000000002,117.23000000000002,9,1,1.7797999999999998,6,2
BR010050,CC(=O)NC[C@H]1O[C@H](OC[C@H]2O[C@@H]2CNC(=O)OC(C)(C)C)[C@H](NC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,531.5590000000003,180.11999999999998,14,3,-0.4757999999999931,10,2
V1_5_929,CCCCCCCCNC(=O)c1ccc(O)c(OC)c1,279.38,58.56,4,2,3.491100000000002,9,1
BR010157,CCCC/N=C/c1ccc(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc1,339.388,111.74000000000001,7,4,0.08429999999999938,7,2
BR010488,CCN(CC)C(=O)c1ccc(OC[C@H]2COC(C)(C)N2C(=O)OC(C)(C)C)cc1,406.52300000000014,68.31,7,0,3.919400000000003,6,2
BR020094,O=C(CNc1ccnc2cc(Cl)ccc12)N1CCOCC1,305.76500000000016,54.46000000000001,5,1,2.1589,3,3
BR010421,COC(=O)c1cccc(OC[C@@H]2COC(C)(C)N2C(=O)OC(C)(C)C)c1,365.4260000000001,74.30000000000001,7,0,3.224000000000002,4,2
BR020127,CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1n1cc(COc2ccnc3cc(Cl)ccc23)nn1,463.8780000000001,151.85000000000002,11,4,0.17490000000000028,6,4
BR010291,CC(=O)OC[C@@H]1O[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,390.3410000000002,140.73000000000002,11,0,-0.3673999999999986,6,1
V1_5_985,CCCCCCCCNCc1ccc(O)c(OC)c1,265.397,41.489999999999995,3,2,3.850900000000003,10,1
V1_5_945,CCCCNC/C=C/c1ccccc1,189.302,12.03,1,1,3.089500000000002,6,1
BR020187,O=C(O)c1ccc(C(F)F)cc1,172.13,37.3,2,1,2.3224,2,1
BR010203,CC(=O)OC[C@H]1O[C@@H](OCc2cn([C@H]3CC[C@@]4(C)[C@H](CC[C@@H]5[C@@H]4CC[C@]4(C)[C@@H](C6=CC(=O)OC6)CC[C@]54O)C3)nn2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,785.8880000000003,200.89999999999998,16,1,3.675900000000002,10,7
V1_5_290,COc1cc(/C=C/C(=O)O)ccc1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,356.327,145.91000000000003,9,5,-1.0283000000000004,6,2
BR010037,C=CCOc1ccc(/C=C/C(=O)Nc2cccc(C(=O)O[C@@H]3[C@@H](OC(=O)c4cccc(NC(=O)/C=C/c5ccc(OCC=C)cc5)c4)[C@H](Oc4ccc(C=O)cc4OC)O[C@@H]4CO[C@@H](c5ccccc5)O[C@@H]34)c2)cc1,1013.0650000000002,192.47999999999993,16,2,9.610199999999999,21,8
BR010173,COC(=O)c1ccc(O[C@@H]2O[C@H](CNS(=O)(=O)c3ccc(C)cc3)[C@H](O)[C@H](O)[C@H]2O)cc1,467.49600000000015,151.62,10,4,-0.05348000000000003,7,3
BR010010,NC(CN1C(=O)c2cccc([N+](=O)[O-])c2C1=O)C(=O)O,279.20799999999997,143.83999999999997,9,3,-0.3973000000000005,4,2
BR010463,CC(C)(C)OC(=O)N1[C@@H](C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)COC1(C)C,476.5770000000002,38.769999999999996,4,0,5.352500000000005,5,4
BR020281,CC(=O)Nc1ccc(-c2ccc(C=O)o2)cc1,229.23499999999999,59.31,4,1,2.717500000000001,3,2
BR010469,O=[N+]([O-])c1ccc(CI)cc1,263.034,43.14,3,0,2.5298000000000007,2,1
BR020419,O=C(c1ccc[nH]1)N1CCOCC1,180.20699999999997,45.33,4,1,0.4870999999999999,1,2
BR010456,CC(=O)N[C@H](CO)COc1ccc([N+](=O)[O-])cc1,254.242,101.7,7,2,0.47059999999999946,6,1
BR020100,CC(=O)OC[C@H]1O[C@@H](n2cc(COc3ccnc4cc(Cl)ccc34)nn2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,590.9730000000002,167.26,14,0,2.3143000000000002,9,4
BR020317,CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,374.4330000000001,77.38000000000001,6,2,1.8816999999999993,8,3
V1_5_149,CC(C)=CC=Cc1ccc2c(O)c(Cl)cc(O)c2c1,274.747,40.46,2,2,4.883800000000004,2,2
BR010520,NC[C@H]1O[C@@H](Oc2cccc3ccccc23)[C@H](O)[C@@H](O)[C@@H]1O,305.33,105.17000000000002,6,5,-0.015100000000000613,3,3
V1_5_586,CC(=O)OC[C@H]1O[C@@H](N=[N+]=[N-])[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,373.31800000000015,163.19,12,0,0.37979999999999925,6,1
V1_5_628,C[C@H]1[C@H](O)CC[C@@H]2[C@]1(C)C[C@]1(O)NC[C@]34CC[C@@]5(C)CCC(C)(C)C[C@H]5[C@]3(C)CC[C@]2(C)[C@@H]41,457.7430000000004,52.49,3,3,6.1306000000000065,0,6
BR010126,COC(=O)c1ccc(O[C@@H]2O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)cc1,482.4380000000003,149.96,12,0,0.9350999999999994,8,2
V1_5_20,CC1(C)C=C2[C@H]3CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC1,454.6950000000004,54.370000000000005,3,1,7.441800000000008,1,5
V1_5_327,CO[C@H]1O[C@H](COC/C=C/c2ccccc2)[C@H](NC(=O)c2cccc(NC(=O)CCl)c2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,685.2170000000003,104.35,9,2,6.234400000000006,16,5
BR010402,COc1cc(CCC(=O)NCCO)ccc1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1N,400.4280000000001,163.73000000000002,10,7,-2.118599999999997,9,2
BR010539,NC(COc1ccc([N+](=O)[O-])cc1)COc1ccc([N+](=O)[O-])cc1,333.30000000000007,130.76000000000002,9,2,2.2881,8,2
V1_5_747,C=CCc1cc(CN2CCOCC2)c(OC(=O)c2ccccc2)c(OC)c1,367.445,48.0,5,0,3.475100000000002,7,3
BR010308,O=S(=O)(O[C@@H]1CO[C@@H](c2ccccc2)O[C@H]1[C@@H]1O[C@H](c2ccccc2)OC[C@H]1OS(=O)(=O)C(F)(F)F)C(F)(F)F,622.5140000000005,123.66000000000003,10,0,3.684400000000003,7,4
V1_5_719,C=CCc1cc(OC)c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1NC(=O)c1ccccc1,445.4680000000001,137.71,9,5,0.8546999999999991,8,3
BR010452,CC(C)(C)CC(=O)N[C@H](CO)COc1ccc([N+](=O)[O-])cc1,310.35,101.7,7,2,1.8868999999999998,7,1
V1_5_297,COc1cc(CCCN)ccc1O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,703.8760000000003,90.63000000000002,8,2,7.663200000000009,19,6
BR010551,NC(COc1ccc(Cl)cc1)COc1ccc(Cl)cc1,312.19599999999997,44.480000000000004,3,2,3.778500000000003,6,2
V1_5_7,CC[C@H](/C=C/[C@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,412.7020000000003,20.23,1,1,7.8008000000000095,5,4
BR010639,O=C(COc1ccc([N+](=O)[O-])cc1)COc1ccc([N+](=O)[O-])cc1,332.26800000000003,121.81,9,0,2.5299000000000005,8,2
V1_5_624,CC1C(=O)CC[C@H]2[C@]3(C)[C@@H](O)C[C@@]4(C)[C@@H]5CC(C)(C)CC[C@]5(C)CC[C@]4(C)[C@H]3CC[C@]12C,442.7280000000004,37.3,2,1,7.427800000000009,0,5
V1_5_912,C=CCOc1ccc(C=O)cc1OC,192.21399999999997,35.53,3,0,2.0725,5,1
BR010697,COc1cc(-c2nc3cc(N=C(N)N)ccc3[nH]2)ccc1O[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,621.6000000000006,280.84,17,12,-2.853699999999997,9,5
V1_5_31,O=C(C=Cc1ccc(O)c(O)c1)O[C@H]1C[C@@](O)(C(=O)O)C[C@H](O)[C@@H]1O,354.31100000000004,164.75,9,6,-0.6459000000000001,4,2
V1_5_708,CC(=O)O,60.05200000000001,37.3,2,1,0.09089999999999993,0,0
BR020112,[N-]=[N+]=NCCCNC(=O)c1ccc(-c2ccc(Br)cc2)o1,349.18800000000005,91.00000000000001,6,1,4.139300000000003,6,2
V1_5_783,COc1cc(CCCn2cc(-c3ccccc3)nn2)ccc1OCc1ccc([N+](=O)[O-])cc1,444.49100000000027,92.31,8,0,5.073700000000004,10,4
BR010151,CC(=O)OC[C@H]1O[C@@H](Oc2ccc(CNC(C)C)cc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,495.5250000000003,135.69000000000003,11,1,1.6464999999999996,10,2
BR020083,CS(=O)(=O)OCCNc1ccnc2cc(Cl)ccc12,300.76700000000005,68.29,5,1,2.2763,5,2
V1_5_928,CCCCCCCCNC(=O)c1ccc(O)c(O)c1,265.353,69.56,4,3,3.188100000000002,8,1
V1_5_207,CCOP(=O)(OCC)OC[C@@H](O)[C@@H](O)[C@H](O)c1nn[nH]n1,326.24600000000004,159.91000000000003,11,4,-0.8474000000000006,10,1
V1_5_258,COc1cc(CCC(=O)NCCCCNC(=O)CCc2ccc(O[C@@H]3O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]3OC(C)=O)c(OC)c2)ccc1O[C@@H]1O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,1105.106,323.97999999999996,26,2,2.205600000000012,27,4
BR020174,Cc1ccc(-c2nn[nH]n2)cc1,160.18000000000004,54.46,4,1,1.17512,1,2
V1_5_436,CC(=O)N[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,383.35,198.39999999999998,12,8,-5.253399999999992,5,2
BR010360,C=CCc1ccc(OCCCCCCO[C@@H]2[C@@H](O)[C@H](O)O[C@H](CO)[C@H]2O)c(OC)c1,426.5060000000001,117.84000000000002,8,4,1.1793999999999996,13,2
BR010041,NC[C@H]1O[C@H](OCCCCO[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,410.468,221.92000000000002,12,12,-4.734799999999993,9,2
BR010710,CC(=O)OC[C@H]1O[C@@H](Oc2ccc(-c3nc4cc(N=C(N)N)ccc4[nH]3)cc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,597.5810000000002,216.73999999999995,15,5,1.5967,9,4
BR010095,COC(=O)c1ccc(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](OCC(=O)O)[C@H]2O)c([N+](=O)[O-])c1,417.3230000000002,195.11999999999998,13,4,-1.3309999999999986,8,2
BR020148,O=C(NCCO)c1ccc(Cn2cc(CCO)nn2)c([N+](=O)[O-])c1,335.32000000000005,143.41,10,3,-0.5085000000000004,8,2
BR020034,O[C@@H](c1ccncc1)[C@H]1CCCC/C1=N\Nc1nc(-c2ccccc2)cs1,378.50100000000003,70.4,5,2,4.896800000000003,5,4
BR020412,O=C(CN1CCc2ccccc2C1)Nc1ccc(Cl)cc1,300.789,32.34,3,1,3.336800000000002,3,3
V1_5_911,O=Cc1ccc2c(c1)C[C@@H](CI)O2,288.084,26.3,2,0,2.2376000000000005,2,2
BR010105,C=CCO[C@H]1O[C@H](COCc2ccccc2)[C@H](O)[C@H](OC)[C@H]1OCc1ccccc1,414.49800000000016,66.38000000000001,6,1,3.0920000000000014,11,3
BR010597,[N-]=[N+]=NC(COc1cccc2ccccc12)COc1cccc2ccccc12,369.42400000000004,67.22000000000001,5,0,6.129700000000005,7,4
BR010495,Cc1ccc(NC(=O)c2cccc(OC[C@H]3COC(C)(C)N3C(=O)OC(C)(C)C)c2)cc1,440.54000000000025,77.10000000000001,7,1,4.9981200000000054,5,3
BR010085,COC(=O)c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)cc1,476.4310000000001,204.82999999999998,13,7,-3.5238999999999976,7,3
BR010098,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O,180.156,110.38000000000001,6,5,-3.2214000000000005,1,1
V1_5_666,C[C@H]1[C@H](O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(CO)CC[C@]3(C)CC[C@]12C,444.74400000000037,40.46,2,2,7.221200000000009,1,5
BR010713,N=C(N)Nc1ccc2[nH]c(-c3cccc(O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)c3)nc2c1,429.4330000000001,189.95999999999998,11,9,-0.28603,5,4
BR010330,O=C(N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O)C(Cl)Cl,290.099,119.25000000000001,7,5,-2.2938,3,1
BR020123,O=C(Cn1cc(Cn2ccc(=O)c3ccc(Cl)cc32)nn1)N1CCOCC1,387.8270000000002,82.25,8,0,1.1535000000000002,4,4
BR010616,[N-]=[N+]=NC(COc1ccc2ccccc2c1)COc1ccc2ccccc2c1,369.42400000000004,67.22000000000001,5,0,6.129700000000005,7,4
BR010662,COc1cc(-c2nc3cc(C(=N)N)ccc3[nH]2)ccc1O[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1NC(C)=O,611.6080000000004,214.23999999999998,15,5,1.5574699999999997,10,4
V1_5_272,COc1ccc(O[C@H]2O[C@H](CNC(=O)CCC(=O)O)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)cc1,655.7440000000001,121.78000000000002,10,2,5.536100000000005,17,5
BR010652,N#Cc1ccc(N)c([N+](=O)[O-])c1,163.136,92.95,5,2,1.0486799999999998,1,1
V1_5_211,CCOP(=O)(OCC)OC[C@@H](O)[C@@H](O)[C@H](O)C(SCC)SCC,392.47600000000017,105.45000000000002,7,3,2.0991,14,0
V1_5_112,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,412.7020000000003,20.23,1,1,7.8008000000000095,5,4
V1_5_296,COc1ccc(O[C@H]2O[C@H](CNC(C)=O)[C@@H](O)[C@H](O)[C@@H]2O)cc1,327.333,117.48,8,4,-0.9822999999999995,5,2
V1_5_353,CCOP(=O)(Nc1cccc(OC[C@H](CO)N=[N+]=[N-])c1)OCC,344.3080000000001,125.78,9,2,3.329600000000002,11,1
BR020411,O=C(CN1CCc2ccccc2C1)Nc1ccccc1,266.344,32.34,3,1,2.6834000000000007,3,3
BR010676,COc1cc(-c2nc3cc([N+](=O)[O-])ccc3[nH]2)ccc1O[C@@H]1O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,615.5480000000003,204.70999999999998,16,1,2.6086,10,4
BR020252,CC(=O)Nc1ccc(-c2ccc(-c3ccc(NC(C)=O)cc3)o2)cc1,334.37500000000006,71.34,5,2,4.530400000000003,4,3
BR020118,CC(=O)OC[C@H]1O[C@@H](n2cc(CNC(=O)c3ccc(-c4ccc(Br)cc4)o3)nn2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,677.4610000000001,187.37999999999997,15,1,2.4862,10,4
BR010361,C=CCc1ccc(OCCCCCCO[C@@H]2[C@@H](O)[C@@H](O)O[C@H](CO)[C@H]2O)c(OC)c1,426.5060000000001,117.84000000000002,8,4,1.1793999999999996,13,2
BR010378,C=CCCCCCCCCCO,170.296,20.23,1,1,3.285500000000002,9,0
V1_5_396,CCOP(=O)(Nc1cccc(OC[C@@H](O)COc2ccc(OC)cc2)c1)OCC,425.41800000000023,95.48000000000002,8,2,4.106900000000003,13,2
BR020221,COc1cc(/C=N/NC(N)=S)ccc1O[C@@H]1O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,555.5620000000002,183.29999999999998,14,3,0.3242000000000014,10,2
BR010565,COc1cccc(OCC(O)COc2cccc(OC)c2)c1,304.34200000000004,57.150000000000006,5,1,2.522500000000001,8,2
BR010220,CC(=O)N[C@H]1[C@@H](OC2=CC(=O)c3ccccc3C2=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,503.4600000000004,160.6,12,1,0.6222000000000001,7,3
BR010532,CC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@H](n2nc(-c3ccccc3)oc2=S)O[C@H](CN=[N+]=[N-])[C@H]1OC(C)=O,491.48200000000026,167.85,13,0,2.8753900000000012,7,3
V1_5_384,COc1ccc(OC[C@H](COc2cccc([N+](=O)[O-])c2)OS(C)(=O)=O)cc1,397.4050000000001,114.19999999999999,9,0,2.4060000000000006,10,2
V1_5_727,C=CCc1cc(OC)c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1NS(=O)(=O)c1ccccc1,481.5230000000001,154.78,10,5,0.4031999999999994,9,3
V1_5_946,CCCCNC/C=C/c1ccc(OC)cc1,219.32799999999997,21.259999999999998,2,1,3.0981000000000014,7,1
BR010600,N#Cc1ccc(OCC(COc2ccc(C#N)cc2)N=[N+]=[N-])cc1,319.324,114.8,7,0,3.5666600000000024,7,2
V1_5_277,COc1cc(C=CC(=O)O)ccc1O,194.186,66.76,4,2,1.4986,3,1
V1_5_37,C[C@@H]1N[C@H](CCCCCCCCCCC2=C[C@@H](CCCCCCCCCC[C@@H]3CC[C@H](O)[C@H](C)N3)[C@@H]3CCCN3C2)CC[C@@H]1O,630.0590000000001,67.76,5,4,8.811800000000005,22,4
BR010594,CS(=O)(=O)OC(COc1ccccc1)COc1ccccc1,322.38200000000006,61.83000000000001,5,0,2.4892000000000003,8,2
BR010324,CC(=O)OC[C@@H]1O[C@H](Cl)[C@@H](NC(=O)C(Cl)Cl)[C@H](OC(C)=O)[C@H]1OC(C)=O,434.6560000000002,117.23000000000002,9,1,0.6650999999999996,6,1
BR010522,O[C@@H]1[C@@H](O)[C@H](Oc2cccc3ccccc23)O[C@H](CN2CCCCC2)[C@H]1O,373.44900000000024,82.39,6,3,1.5120999999999998,4,4
