id,smiles,MolWt,TPSA,HBA,HBD,MolLogP,NumRotatableBonds,RingCount,Lipinski
CHEMBL4439233,COc1ccc2[nH]c3c(-c4ccc5c(c4)OCO5)[n+](Cc4ccc(C(F)(F)F)cc4)ccc3c2c1,477.46200000000016,47.36000000000001,5,1,6.0800000000000045,4,6,0
CHEMBL4549729,NC(=O)c1c(F)ccc(OCCc2nn(-c3ccc(Br)cc3)c(=O)o2)c1F,440.20000000000005,100.35000000000001,7,2,2.5866000000000007,6,3,1
CHEMBL4873935,Cc1[nH]c(C(=O)Nc2nc3ccc(C(=O)O)cc3s2)c(Cl)c1Cl,370.2170000000001,95.08,6,3,4.190120000000001,3,3,1
CHEMBL4644946,CC[C@H]1OC(=O)C(C)C(=O)C(C)[C@@H](O[C@H]2O[C@@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@](C)(OC)CC(C)C(=O)C(C)[C@@H](OC(=O)NCCn2cc(-c3ccc(Cl)cc3)nn2)[C@]1(C)O,836.4239999999999,200.87000000000003,16,3,4.068700000000007,10,4,0
CHEMBL1952384,NC(=O)c1noc(-c2cc(F)c(N3CCOCC3)c(F)c2)n1,310.25999999999993,94.48,7,2,0.9502999999999998,3,3,1
leonardo_10,CCOC(=O)CSc1ccc2c(n1)SCC(=O)N2,284.36199999999997,68.28999999999999,5,1,1.7809999999999997,4,2,1
CHEMBL24022,CCCCCCCCCCCCCCO,214.39299999999994,20.23,1,1,4.679800000000005,12,0,1
CHEMBL4749330,COc1cccc(C2CC(COc3ccc(F)c(C(N)=O)c3F)=NO2)c1,362.33200000000005,83.14,6,2,2.968700000000001,6,3,1
CHEMBL3291449,CC(=Nn1c(/N=C/c2cccc(Cl)c2)c(C#N)c(-c2ccc([N+](=O)[O-])cc2)c(C#N)c1=O)c1nc2ccccc2[nH]1,560.9610000000002,166.11999999999998,11,1,5.719460000000005,6,5,0
CHEMBL4096320,Cc1ccc(C(=O)/C=C/c2cccc(Nc3ccnc4cc(Cl)ccc34)c2)cc1,398.8930000000001,41.99,3,1,6.836320000000004,5,4,0
CHEMBL5188199,CCCCCCCn1c[n+](CCCCCCC)c2c1[C@@]1(C)CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1C2,509.84300000000036,29.04,3,1,8.053800000000011,12,5,0
philipe_S29,CC(=O)O[C@H]1[C@H](OC(C)=O)[C@@H](OC2=CC(=O)c3ccccc3C2=O)O[C@@H](C)[C@H]1OC(C)=O,446.4080000000002,131.5,10,0,1.5059999999999998,5,3,1
CHEMBL4126754,COc1cc(-c2ccc(OC(F)(F)F)cc2)cc2c3ccccc3c[n+](C)c12,384.37700000000007,22.34,3,0,5.391700000000005,3,4,0
CHEMBL525149,Nc1nc(N)c2c(ccc3c2ccn3Cc2cccc(F)c2)n1,307.332,82.74999999999999,5,4,2.936300000000001,2,4,1
CHEMBL2205675,CC(=O)NCCCCC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCCN=C(N)N)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCCNC(=N)N)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(N)CCCNC(=N)N)C(N)=O,1214.4520000000002,508.3799999999999,29,26,-1.2336600000000182,36,6,0
CHEMBL4292544,OCc1cc2c3ccccc3n(Cc3ccc(F)cc3)c2c(-c2c[nH]c3ccccc23)n1,421.4750000000001,53.84,4,2,6.017500000000004,4,6,0
CHEMBL4443096,NC(=O)c1c(F)ccc(OCc2nn(-c3ccc(Cl)cc3)c(=O)o2)c1F,381.72200000000004,100.35000000000001,7,2,2.4350000000000005,5,3,1
CHEMBL4633513,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@]4(C)CCC(=O)C(C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O,498.70400000000035,80.67,5,1,6.903500000000007,5,4,0
CHEMBL3596976,COc1ccc(/C=C/c2cc(OC)cc(O)c2C(=O)O)cc1,300.31,75.99,5,2,3.2780000000000014,5,2,1
CHEMBL4849378,CCCc1cccc(-n2ccc3ccc(-c4ccc5c(c4)c4cc(C)ccc4c[n+]5C)cc32)c1,441.5980000000002,8.809999999999999,2,0,7.6893200000000075,4,6,0
CHEMBL4521692,COc1ccc2[nH]c3c(-c4ccccn4)[n+](Cc4ccc(C(F)(F)F)cc4)ccc3c2c1,434.4410000000001,41.79,4,1,5.746300000000004,4,5,0
CHEMBL5178533,C=C[C@]1(C)C[C@@H](OC(=O)CSc2n[nH]c(-c3ccc([N+](=O)[O-])cc3)n2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,582.7230000000005,148.31,10,2,5.378500000000005,7,5,0
CHEMBL2030348,C[C@@H](c1ccccc1)N(Cc1ccccc1)SSN(Cc1ccccc1)[C@@H](C)c1ccccc1,484.73400000000015,6.48,2,0,8.724600000000002,11,4,0
CHEMBL5207148,C=CCc1ccc(OCC(=O)NC(CCCCN)C(=O)NCc2ccc(-c3ccccc3)cc2)c(-c2ccc(OCC(=O)NC(CCCCN)C(=O)NCc3ccc(-c4ccccc4)cc3)c(CC=C)c2)c1,969.2399999999994,186.9,12,8,8.762600000000003,29,6,0
philipe_S39,COc1cc(/C=C/C(=O)O)ccc1O[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1N=[N+]=[N-],507.4520000000003,192.65000000000006,14,1,2.0020999999999995,10,2,0
CHEMBL4450786,CO[C@]1(C)C[C@@H](C)[C@H](O)[C@H](C)CN(C)C[C@H](COCc2cn(-c3cccc(C(F)(F)F)c3)nn2)OC(=O)C(C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@H]1O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O,960.1419999999999,188.79,17,3,4.457700000000008,12,5,0
CHEMBL4291843,NC(=O)c1c(F)ccc(OCc2cc(-c3ccccc3)on2)c1F,330.29,78.35000000000001,5,2,3.2977000000000016,5,3,1
CHEMBL4446313,Cc1ccc(-c2nn(COc3ccc(F)c(C(N)=O)c3F)c(=O)o2)cc1,361.3040000000001,100.35000000000001,7,2,2.22532,5,3,1
CHEMBL4086604,CN1CCN(CCCCCOC(=O)c2c3c(n4cc(Br)ccc24)C(=O)c2ncccc2C3=O)CC1,539.4300000000001,84.22,8,0,3.4467000000000017,7,5,0
CHEMBL2370717,CCCCCCCCCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC1C(=O)NCC(=O)NC(CCCNC(=O)c2ccccc2OC)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CO)C(=O)NC([C@H](C)CC(=O)O)C(=O)NC(CC(=O)c2ccccc2N)C(=O)O[C@@H]1C,1754.8270000000007,714.33,45,24,-4.1418999999999935,38,5,0
CHEMBL4783688,C=C[C@]1(C)C[C@@H](OC(=O)CSc2ccccc2NC(=O)Cn2cc(CN3CCN(c4ccc(OC)cc4)CC3)nn2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,799.0509999999998,139.12,12,2,6.246200000000008,12,7,0
CHEMBL5283266,C/C=C\c1ccccc1/C=C/C(=O)NC(C(=O)NC(C)C(=O)NC(CC(=O)N1CC(=O)NC([C@@H](O)c2ccccc2)C(=O)N2CCCC2C(=O)NC([C@@H](O)c2ccc(OC)cc2)C(=O)NC(Cc2c[nH]c3ccccc23)C1=O)C(N)=O)[C@@H](C)O,1153.2599999999998,361.09,24,12,0.4774000000000124,19,7,0
CHEMBL4536498,C#CCNc1nc(NCCCC2CCN(Cc3ccccc3)CC2)c(C#N)c(-c2ccccc2)c1C#N,488.63900000000024,87.77000000000001,6,2,5.641360000000005,10,4,0
CHEMBL4127655,C[n+]1cc2ccccc2c2cc(-c3ccccc3C(F)(F)F)ccc21,338.352,3.88,1,0,5.503300000000003,1,4,0
CHEMBL4560328,Cn1c([N+](=O)[O-])cnc1C(=O)OC1CCCCC1,253.25799999999992,87.26,7,0,1.8177999999999996,3,2,1
CHEMBL4867871,CC[C@H]1OC(=O)C(C)[C@@H](OC(=O)NNC(=O)Cn2cc(-c3ccc(F)cc3)nn2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@H]2OC(=O)O[C@@]21C,878.0089999999998,225.36999999999995,19,4,3.0206000000000053,8,5,0
philipe_S13,CC1(C)OC[C@H](CO)N1C(=O)OCc1ccccc1,265.30899999999997,59.0,5,1,1.7524,3,2,1
CHEMBL1096639,O=C1NC(=O)C(=Cc2ccc(F)c(F)c2F)C(=O)N1,270.1659999999999,75.27,5,2,0.8533,1,2,1
CHEMBL4544837,CCCCCCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)O,396.4210000000001,145.19000000000003,9,5,1.0756999999999994,14,0,1
CHEMBL5289312,COc1c(OCc2ccccc2)cc2oc3cc(OCc4ccccc4)c(CC=C(C)C)c(OCc4ccccc4)c3c(=O)c2c1CC=C(C)C,680.8410000000001,67.13,6,0,10.70919999999999,14,6,0
CHEMBL5075633,CC[C@H](C)C(NC(=O)C(C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(Cc1cnc[nH]1)NC(=O)C(NC(=O)C(NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCCN1C(=O)C(NC(=O)C(CC(C)C)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(N)CC(=O)O)[C@@H](C)CC)C(C)C)[C@@H](C)CC)C(C)C)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(Cc1cnc[nH]1)C(N)=O,2172.532999999999,830.8,55,29,-3.984299999999913,66,7,0
CHEMBL4861715,CCCCCNc1c2ccccc2[n+](C)c2ccccc12,279.40700000000004,15.91,2,1,4.4196000000000035,5,3,1
CHEMBL4741263,NC(=O)c1c(F)ccc(OCC2CC(c3ccco3)=NO2)c1F,322.267,87.05000000000001,6,2,2.2287,5,3,1
CHEMBL4862228,CC(C)=CCc1c(OCC(F)(F)F)cc(/C=C/c2ccc(F)cc2)c(C(=O)O)c1O,424.3900000000001,66.76,4,2,5.849700000000005,7,2,0
CHEMBL462327,CCSSc1ccccc1[N+](=O)[O-],215.299,43.14,3,0,3.355000000000002,4,1,1
CHEMBL3601940,COc1cc(C(=O)C=Cc2cccc(O)c2O)c(O)c2c1OC(C)(CCC=C(C)C)C=C2,436.5040000000003,96.22000000000001,6,3,5.618800000000006,7,3,0
CHEMBL4524781,NC[C@H]1O[C@@H](O[C@@H](Cn2cc(CCCCCCCCCCOc3ccc(C(=O)c4ccccc4)cc3)nn2)[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H]1O,792.8870000000004,246.49999999999994,17,7,1.2114000000000016,21,6,0
CHEMBL398991,Clc1ccc(COC(Cn2cnc3ccccc32)c2ccccc2)cc1,362.86000000000007,27.05,3,0,5.647800000000004,6,4,0
CHEMBL3742340,O=C1O[C@@H](CN2CCC(O)CC2)CN1c1ccc(-n2cc(-c3ccccn3)cn2)c(F)c1,437.4750000000001,83.72,8,1,2.8553000000000006,5,5,1
CHEMBL5180003,C=C[C@]1(C)C[C@@H](OC(=O)CNC(=O)Nc2ccccc2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,496.64800000000037,104.73,7,3,4.714600000000005,5,4,1
CHEMBL3742255,CS(=O)(=O)NC[C@H]1CN(c2ccc(-n3cc(-c4ccccn4)cn3)c(F)c2)C(=O)O1,431.4490000000001,106.42,9,1,1.9478000000000002,6,4,1
CHEMBL2370715,CCCCCCCCCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC1C(=O)NCC(=O)NC(CCCNC(=O)c2ccccc2I)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CO)C(=O)NC([C@H](C)CC(=O)O)C(=O)NC(CC(=O)c2ccccc2N)C(=O)O[C@@H]1C,1850.6970000000008,705.1,44,24,-3.545899999999998,37,5,0
CHEMBL3913490,COc1c(Br)c(Br)c(O)c(Oc2cc(Br)cc(Br)c2O)c1Br,626.7150000000001,58.92,4,2,6.711200000000003,3,2,0
CHEMBL4848807,CCCCCCNc1c2ccccc2[n+](C)c2ccccc12,293.434,15.91,2,1,4.809700000000004,6,3,1
CHEMBL2370796,CCCCCCCCCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(N)=O)C(=O)NC(CCO)C(=O)NC1C(=O)NCC(=O)NC(CCCNCc2ccccc2N)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CO)C(=O)NC([C@H](C)CC(=O)O)C(=O)NC(CC(=O)c2ccccc2N)C(=O)O[C@@H]1C,1711.8500000000004,696.98,43,26,-4.30079999999999,38,5,0
CHEMBL5272931,C=C[C@]1(C)C[C@@H](OC(=O)CSc2nc(NC(=O)CN3CCCCC3)nc3[nH]cnc23)[C@@]2(C)C3C(=O)CC[C@@]3(CC[C@H]2C)[C@@H](C)[C@@H]1O,652.8620000000002,150.39999999999998,11,3,4.775900000000005,8,6,0
serafim_CPD6,NC(COc1ccc([N+](=O)[O-])cc1)COc1ccc([N+](=O)[O-])cc1,333.30000000000007,130.76000000000002,9,2,2.2881,8,2,1
CHEMBL4069056,COc1cc(C(=O)/C=C/c2cccc(Nc3ccnc4cc(Cl)ccc34)c2)cc(OC)c1OC,474.94400000000024,69.68,6,1,6.5537000000000045,8,4,0
CHEMBL227875,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2,359.26,88.65,8,0,2.667700000000001,5,3,1
CHEMBL4785417,Cc1nc(-c2ccc(-c3ccccc3)cc2)sc1-c1cc(C(=O)Nc2ccccc2)[nH]n1,436.54000000000013,70.67,5,2,6.427920000000004,5,5,0
CHEMBL3781450,CCCCCCCCCCC(NC(=O)C(CCCCCCCCCC)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(C)=O)C(=O)NC(CCCCNC(C)=O)C(=O)NCC(N)=O,937.3259999999996,298.83,18,13,3.657800000000009,43,0,0
CHEMBL4864531,Cc1ccc(C(=O)NN=Cc2cc(I)c(O)c(I)c2)cc1,506.0810000000001,61.69,4,2,3.673720000000002,3,2,0
CHEMBL4852934,COc1cccc(C(=O)O[C@@H]2[C@H](C)CN(C)CCOC(=O)C(C)C(=O)C(C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(=O)c3cccc(OC)c3)[C@](C)(OC)C[C@H]2C)c1,812.998,148.59999999999997,14,0,5.302400000000006,10,4,0
CHEMBL2206234,N=C(N)NCCCC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCCNC(=N)N)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCCN=C(N)N)NC(=O)C(N)CCCCN)C(=O)NC(Cc1c[nH]c2ccccc12)C(N)=O,1172.4149999999993,505.29999999999984,28,27,-1.411060000000012,35,6,0
CHEMBL5285251,Cc1[nH]c(C(=O)Nc2nc3c(N4CCOC[C@@H]4C)cc(C(=O)O)cc3s2)c(Cl)c1Cl,469.35000000000014,107.55,8,3,4.415220000000002,4,4,1
CHEMBL4850873,CC(C)=CCc1c(OCCF)cc(/C=C/c2ccc(F)cc2)c(C(=O)O)c1O,388.41000000000014,66.76,4,2,5.256900000000004,8,2,0
CHEMBL5200253,CCOC(=O)C(c1ccc2ccccc2c1O)N1CCOCC1,315.36900000000014,59.0,5,1,2.4818000000000007,4,3,1
CHEMBL2152315,O=C(O)c1cn(C2CC2)c2cc(N3CCN(C(=O)c4ccccc4)CC3)c(F)cc2c1=O,435.4550000000002,82.85,7,1,3.1361000000000017,4,5,1
CHEMBL601118,CC(C)CC(NC(=O)C(C)NC(=O)CNC(=O)C(NC=O)C(C)C)C(=O)NC(C)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCCO)C(C)C)C(C)C)C(C)C,1882.3319999999992,548.9899999999999,37,21,4.372299999999978,53,8,0
CHEMBL4869728,C[n+]1c2ccccc2c(/C=C/c2ccc(Cl)cc2)c2ccccc21,330.8380000000001,3.88,1,0,5.641300000000005,2,4,0
leonardo_35,COc1ccc(C=C2CCCC(=Cc3ccc(OC)c(OC)c3)C2=O)cc1OC,394.46700000000016,53.99000000000001,5,0,4.941000000000004,6,3,1
CHEMBL4565164,CCCc1ccc(-n2cc(COC[C@H]3CN(C)C[C@@H](C)[C@@H](O)[C@H](C)C[C@@](C)(OC)[C@H](O[C@@H]4O[C@H](C)C[C@H](N(C)C)[C@H]4O)[C@@H](C)[C@H](O[C@H]4C[C@@](C)(OC)[C@@H](O)[C@H](C)O4)C(C)C(=O)O3)nn2)cc1,934.2260000000001,188.78999999999996,17,3,4.391400000000009,14,5,0
CHEMBL4208696,CC1=CCC[C@@H]2[C@@](C)(CCC3=CC(=O)OC3Nc3cccc(F)c3)[C@H](C)CC[C@@]12C,411.5610000000002,38.33,3,1,6.625900000000006,5,4,0
CHEMBL4857847,CCCCc1ccc(C#Cc2c3ccccc3[n+](C)c3ccccc23)cc1,350.48500000000007,3.88,1,0,5.559900000000005,3,4,0
CHEMBL4471533,CC(C)CCOc1ccc2ccccc2c1-c1c(OCc2cn(C[C@@H](CCCCN)NC(=O)CCc3ccccc3)nn2)ccc2ccccc12,683.8970000000004,104.28999999999999,8,3,8.502000000000006,18,6,0
CHEMBL4449205,CC(C)CCOc1ccccc1-c1ccccc1OCc1cn(C(CCCN=C(N)N)C(=O)N[C@H](CCCCN)Cn2cc(Cc3ccccc3)nn2)nn1,749.9649999999998,199.39999999999998,14,7,5.040000000000004,23,5,0
CHEMBL1771470,O=C(NC[C@H]1CN(c2ccc(-c3nnc4ncccn34)cc2)C(=O)O1)C1CCC1,392.4190000000002,101.72000000000001,9,1,2.032799999999999,5,5,1
CHEMBL4084487,O=CN1N=C(c2ccc(Br)cc2)CC1c1cccc(Nc2ccnc3cc(Cl)ccc23)c1,505.80300000000017,57.59,5,1,6.701800000000004,5,5,0
CHEMBL4288047,COC(=O)c1cc2c3ccccc3n(Cc3ccc(F)cc3)c2c(-c2cn(C(C)=O)c3ccccc23)n1,491.5220000000002,66.12,6,0,6.445300000000006,4,6,0
CHEMBL1541,C=CC1=C(C(=O)O)N2C(=O)C(=NC(=O)C(NOCC(=O)O)c3csc(N)n3)[C@H]2SC1,453.45800000000014,184.51,12,5,-0.22039999999999949,8,3,0
serafim_CPD26,OC(COc1ccc2ccccc2c1)COc1ccc2ccccc2c1,344.41,38.69,3,1,4.811700000000004,6,4,1
CHEMBL4217852,COc1ccc(C2CCN(C(=O)C=Cc3ccc(NC(C)=O)nc3)C2)cc1,365.4330000000001,71.53,6,1,3.0779000000000014,5,3,1
CHEMBL3943798,O[C@@H](CNCCc1c[nH]c2ccc(Cl)cc12)Cn1c2ccc(Br)cc2c2cc(Br)ccc21,575.7320000000001,52.98,4,3,6.647400000000003,7,5,0
CHEMBL4782688,OC1(c2ccc(-c3ccccc3)cc2)C[N+](c2ccc(Br)cc2)=C2CCCCCN21,462.4110000000003,26.480000000000004,3,1,5.893500000000005,3,5,0
CHEMBL4282452,COc1ccc2c(c[n+]3c4c2cc(Cc2ccc(C(C)C)cc2)c2c5c(cc(c24)CC3)OCO5)c1OC,492.5950000000004,40.8,5,0,6.449900000000006,5,7,0
leonardo_3,O=C1CCCC(c2cnc3ccccc3c2)C1,225.291,29.96,2,0,3.461500000000002,1,3,1
CHEMBL4871917,CC[C@H]1OC(=O)C(C)[C@@H](OC(=O)NNC(=O)Cn2cc(-c3ccccc3OC)nn2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@H]2OC(=O)O[C@@]21C,890.0449999999998,234.59999999999997,20,4,2.8901000000000066,9,5,0
CHEMBL4294628,CCOc1ccc(-c2cc(COc3ccc(F)c(C(N)=O)c3F)on2)cc1,374.343,87.58,6,2,3.6964000000000015,7,3,1
CHEMBL527050,CC[C@H](C)C(NC(=O)C(N)CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)NC(C(=O)NC(CO)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(C(=O)NC(CCSC)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CCCCN)C(N)=O)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)CC)C(C)C,2224.8929999999996,951.67,55,46,-7.973959999999912,85,0,0
CHEMBL4556375,CC(C)(C)c1ccc(-n2nc(CCOc3ccc(F)c(C(N)=O)c3F)oc2=O)cc1,417.41200000000015,100.35,7,2,3.121600000000001,6,3,1
CHEMBL573103,CCCCCCCCCC(=O)N1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,485.6000000000003,82.85,7,1,4.9630000000000045,11,4,1
CHEMBL4211639,Cc1ccc(COc2cccc(-c3c[nH]nn3)c2)cc1,265.31600000000003,50.8,4,1,3.3591200000000017,4,3,1
CHEMBL3793406,Oc1ccc2ccccc2c1C(c1cccc2ccccc12)N1CCCCC1,367.49200000000025,23.47,2,1,6.273900000000006,3,5,0
CHEMBL1467058,CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=CC=CC(C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,785.8910000000003,198.37999999999997,14,5,6.157840000000009,2,6,0
CHEMBL4286149,NC(=O)c1c(F)ccc(OCc2cc(-c3ccc(C4CCCCC4)cc3)no2)c1F,412.4360000000002,78.35000000000001,5,2,5.345400000000003,6,4,0
CHEMBL565827,CCCOc1c(CN(C)C(=O)C=Cc2cnc3c(c2)CC2(CCNCC2)C(=O)N3)cccc1OC,478.59300000000036,92.79,8,2,3.4152000000000013,8,4,1
CHEMBL4646088,CCOc1ccc(-c2cn(CCNC(=O)O[C@@H]3C(C)C(=O)C(C)C[C@@](C)(OC)[C@H](O[C@H]4O[C@@H](C)C[C@@H](N(C)C)[C@@H]4O)C(C)C(=O)C(C)C(=O)O[C@H](CC)[C@@]3(C)O)nn2)cc1,846.032,210.09999999999997,17,3,3.8140000000000054,12,4,0
CHEMBL447943,CCCCCNC(=O)CCNC(=O)C(O)C(C)(C)CO,288.38800000000003,98.66000000000001,6,4,0.17850000000000094,10,0,1
CHEMBL2370708,CCCCCCCCCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC1C(=O)NCC(=O)NC(CCCNC(=O)C(N)Cc2c[nH]c3ccc(OC)cc23)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CO)C(=O)NC([C@H](C)CC(=O)O)C(=O)NC(CC(=O)c2ccccc2N)C(=O)O[C@@H]1C,1836.9330000000004,756.1400000000001,47,27,-4.4043999999999786,40,6,0
CHEMBL4441080,COC(=O)c1ccc(-c2c3[nH]c4ccc(OC)cc4c3cc[n+]2Cc2ccc([N+](=O)[O-])cc2)cc1,468.4890000000002,98.34,8,1,5.027300000000004,6,5,0
CHEMBL3596998,COc1cc(/C=C/c2ccc(C(F)(F)F)cc2)c(C(=O)O)c(O)c1CC=C(C)C,406.40000000000015,66.76,4,2,5.796900000000004,6,2,0
CHEMBL5189445,CNc1nc(O)c([C@@H](C)c2c[nH]c3cccc(Cl)c23)o1,291.73800000000006,74.08000000000001,5,3,3.708400000000002,3,3,1
CHEMBL1766460,CCCCCNC(=O)CCNC(=O)C(O)[C@@](C)(CO)CCC,316.4420000000001,98.66000000000001,6,4,0.9587000000000003,12,0,1
CHEMBL1950100,NCCCCC(NC(=O)OCc1ccccc1)C(=O)NCCCCC(NC(=O)C(CCCCN)NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccccc1)C(N)=O,817.0010000000002,259.09,16,11,2.818500000000009,27,3,0
CHEMBL4846871,C=C[C@]1(C)C[C@@H](OC(=O)CSc2n[nH]c(N)n2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,476.64300000000037,131.19,8,4,3.3855000000000026,5,4,1
CHEMBL3740330,O=C(CF)NC[C@H]1CN(c2ccc(-n3cc(-c4ccccn4)cn3)c(F)c2)C(=O)O1,413.3840000000001,89.35000000000001,8,1,2.4843,6,4,1
CHEMBL4294520,NC(=O)c1c(F)ccc(OCc2cc(-c3ccccc3)no2)c1F,330.29,78.35000000000001,5,2,3.2977000000000016,5,3,1
CHEMBL476894,CN(CC[C@H](N)CC(=O)N[C@H]1C=C[C@H](n2ccc(N)nc2=O)OC1C(=O)O)C(=N)N,422.44600000000025,215.67,13,9,-2.2187299999999945,8,2,0
CHEMBL4777924,CC(C)C(N)C(=O)NC(CS)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)NC(C(=O)NC(C(=O)NC(CS)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)NC(C(=O)NC(C(=O)NC(CS)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)NC(C(N)=O)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C,2065.7100000000005,803.6999999999999,49,36,-6.748259999999889,65,3,0
CHEMBL4277546,COc1ccc2c(c[n+]3c4c2cc(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2c5c(cc(c24)CC3)OCO5)c1OC,586.5080000000002,40.8,5,0,7.364100000000006,4,7,0
CHEMBL499713,CC[C@H](C)C(NC(=O)C(CCCCN)NC(=O)C(N)CCCCN)C(=O)NC(CCSC)C(=O)NC(CCCN=C(N)N)C(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C(=O)NC(CO)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CCCCN)C(N)=O)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)O,2445.1649999999995,1027.02,59,50,-8.024059999999944,93,1,0
CHEMBL3827532,CCc1nc(N)nc(N)c1C#CCc1cc(-c2ccc(C(=O)O)cc2)ccc1OC,402.4540000000002,124.35,7,5,3.171400000000001,5,3,1
